timestamp,frame,risk,mouth,eye,tilt,brow,cheek,rigid,arm,alert_active,face_detected,pose_detected,fps
2026-04-25T09:33:09.183290,0,0,0.001119,0.000209,0.196788,0.001005,0.001482,0.0,0.022407,0,1,1,0.2
2026-04-25T09:33:09.425144,5,42,0.014903,0.001561,2.669647,0.013607,0.018475,0.002936,0.387603,0,1,1,10.1
2026-04-25T09:33:09.741402,10,68,0.035827,0.003197,6.250839,0.031192,0.042244,0.009397,1.041295,0,1,1,14.5
2026-04-25T09:33:10.059191,15,76,0.05024,0.004072,8.40539,0.040964,0.057733,0.013225,1.567401,0,1,1,15.6
2026-04-25T09:33:10.336242,20,76,0.057018,0.003823,8.88536,0.04077,0.064938,0.011185,1.632734,0,1,1,17.7
2026-04-25T09:33:10.662858,25,77,0.062458,0.002775,9.090929,0.03946,0.069898,0.011587,1.540363,0,0,1,17.9
2026-04-25T09:33:10.960561,30,77,0.064308,0.001824,9.285155,0.039546,0.071302,0.011275,1.48944,0,1,1,18.3
2026-04-25T09:33:11.233507,35,77,0.071515,0.003654,10.299351,0.045479,0.077242,0.006657,1.514366,0,1,1,19.6
2026-04-25T09:33:11.510476,40,75,0.079227,0.006885,11.328659,0.051586,0.08176,0.004043,1.549702,0,1,1,20.1
2026-04-25T09:33:11.798518,45,78,0.069216,0.007732,10.27861,0.047479,0.07165,0.008544,1.534104,0,1,1,19.6
2026-04-25T09:33:12.094083,50,77,0.058825,0.005576,9.365997,0.042287,0.06271,0.016229,1.541141,0,1,1,19.0
2026-04-25T09:33:12.463124,55,77,0.05363,0.004544,9.047239,0.03941,0.056903,0.020463,1.559866,0,1,1,17.2
2026-04-25T09:33:12.820382,60,76,0.049708,0.004586,8.790121,0.038451,0.055114,0.02193,1.567732,0,1,1,16.6
2026-04-25T09:33:13.082830,65,76,0.047612,0.005598,8.316492,0.038219,0.054626,0.020802,1.569417,0,1,1,19.2
2026-04-25T09:33:13.426195,70,75,0.044592,0.004857,7.453026,0.034104,0.053789,0.016684,1.57904,0,1,1,19.1
2026-04-25T09:33:13.710113,75,76,0.045431,0.00353,7.597629,0.032449,0.058739,0.012779,1.576087,0,1,1,20.4
2026-04-25T09:33:13.979694,80,77,0.056098,0.002804,9.081773,0.037273,0.066938,0.015883,1.463128,0,1,1,20.8
