timestamp,frame,risk,mouth,eye,tilt,brow,cheek,rigid,arm,alert_active,face_detected,pose_detected,fps
2026-07-15T15:59:32.683592,0,0,0.0,0.0,0.16258,0.000873,0.000831,0.0,0.061799,0,1,1,0.3
2026-07-15T15:59:32.845141,5,40,0.0,0.0,1.876913,0.009716,0.008909,0.008561,0.702648,0,1,1,16.3
2026-07-15T15:59:33.046386,10,44,0.0,0.0,3.971941,0.020598,0.018478,0.019668,1.455007,0,1,1,23.1
2026-07-15T15:59:33.213566,15,46,0.000549,0.0,5.081547,0.025305,0.022947,0.027007,1.799752,0,1,1,28.0
2026-07-15T15:59:33.369420,20,46,0.006017,0.0,5.268978,0.02458,0.022505,0.028002,1.837103,0,1,1,31.4
2026-07-15T15:59:33.578044,25,45,0.011127,0.0,5.239167,0.023695,0.021947,0.028489,1.841825,0,1,1,29.9
2026-07-15T15:59:33.769188,30,45,0.008215,0.0,5.143591,0.02293,0.022608,0.028612,1.827775,0,1,1,32.7
2026-07-15T15:59:33.941477,35,45,0.001925,0.0,4.929271,0.02214,0.023324,0.028374,1.815855,0,1,1,31.8
2026-07-15T15:59:34.103504,40,45,0.00015,0.0,4.682277,0.021776,0.02342,0.028248,1.810712,0,1,1,33.5
2026-07-15T15:59:34.300209,45,45,1.2e-05,0.0,4.693856,0.021552,0.023632,0.028456,1.812061,0,1,1,31.4
2026-07-15T15:59:34.451835,50,45,1e-06,0.0,4.98952,0.020885,0.023479,0.0282,1.809173,0,1,1,35.3
2026-07-15T15:59:34.634225,55,45,0.0,0.0,5.04334,0.020182,0.023396,0.028089,1.802928,0,1,1,34.2
2026-07-15T15:59:34.828290,60,45,0.0,0.0,4.784647,0.019348,0.022743,0.025648,1.806341,0,1,1,32.6
2026-07-15T15:59:34.954369,65,44,0.0,0.0,4.049088,0.013861,0.019474,0.022642,1.826432,0,1,1,40.3
2026-07-15T15:59:35.102200,70,44,0.007118,0.0,2.786898,0.005759,0.010728,0.020608,1.848318,0,1,1,45.1
2026-07-15T15:59:35.257072,75,44,0.021518,0.0,1.390374,0.000642,0.006981,0.023087,1.860309,0,1,1,41.4
2026-07-15T15:59:35.457684,80,44,0.03229,0.0,0.54574,5e-05,0.011202,0.024586,1.872414,0,1,1,36.2
2026-07-15T15:59:35.624706,85,44,0.031408,0.0,0.857486,4e-06,0.011701,0.024289,1.878946,0,1,1,41.4
2026-07-15T15:59:35.776461,90,44,0.026172,0.0,1.610059,0.0,0.005537,0.023836,1.868141,0,1,1,41.0
2026-07-15T15:59:35.947815,95,44,0.022411,0.0,2.085923,0.0,0.000723,0.025491,1.854746,0,1,1,44.3
2026-07-15T15:59:36.107663,100,44,0.019995,0.0,2.319139,0.0,5.6e-05,0.027187,1.854974,0,1,1,49.2
2026-07-15T15:59:36.276401,105,44,0.018261,0.0,2.400661,0.0,4e-06,0.028302,1.85305,0,1,1,43.3
2026-07-15T15:59:36.450325,110,44,0.011942,0.0,2.440044,0.0,0.0,0.028325,1.834172,0,1,1,40.2
2026-07-15T15:59:36.622744,115,44,0.005955,0.0,2.440015,0.0,0.0,0.028196,1.820944,0,1,1,39.3
2026-07-15T15:59:36.780357,120,44,0.001697,0.0,2.47662,0.0,0.000712,0.027865,1.826194,0,1,1,36.7
2026-07-15T15:59:36.924530,125,44,0.000307,0.0,2.608391,0.0,0.002349,0.026128,1.835139,0,1,1,44.8
2026-07-15T15:59:37.105406,130,44,2.4e-05,0.0,2.544014,0.0,0.006324,0.024314,1.843097,0,1,1,40.1
2026-07-15T15:59:37.295964,135,44,2e-06,0.0,2.208292,0.0,0.010039,0.024254,1.841719,0,1,1,35.0
2026-07-15T15:59:37.454689,140,44,0.0,0.0,2.03892,0.0,0.009563,0.026048,1.822978,0,1,1,35.8
2026-07-15T15:59:37.666108,145,44,0.0,0.0,1.981893,0.0,0.009445,0.027325,1.802058,0,1,1,34.0
2026-07-15T15:59:37.882390,150,44,0.0,0.0,2.024733,0.0,0.009125,0.026213,1.791829,0,1,1,31.4
2026-07-15T15:59:38.020972,155,44,0.0,0.0,2.150639,0.0,0.006295,0.025888,1.790586,0,1,1,35.6
2026-07-15T15:59:38.197566,160,44,0.0,0.0,2.21051,0.0,0.00506,0.026043,1.791153,0,1,1,35.8
2026-07-15T15:59:38.380497,165,44,0.0,0.0,1.904184,0.0,0.006606,0.026213,1.802635,0,1,1,39.9
2026-07-15T15:59:38.532425,170,44,0.0,0.0,1.576224,0.0,0.006917,0.026985,1.818514,0,1,1,39.4
2026-07-15T15:59:38.709378,175,44,0.0,0.0,1.393021,0.0,0.008535,0.027675,1.819476,0,1,1,43.8
2026-07-15T15:59:38.908352,180,44,0.0,0.0,1.290494,0.0,0.005766,0.027025,1.81844,0,1,1,37.8
2026-07-15T15:59:39.029621,185,44,0.0,0.0,1.57681,0.0,0.001365,0.026309,1.818531,0,1,1,40.7
2026-07-15T15:59:39.210111,190,44,0.0,0.0,1.793198,0.0,0.001217,0.026306,1.82568,0,1,1,37.7
2026-07-15T15:59:39.382327,195,44,0.0,0.0,1.625836,0.0,0.005708,0.02667,1.824026,0,1,1,40.2
2026-07-15T15:59:39.547527,200,44,0.0,0.0,1.760519,0.0,0.010874,0.027071,1.821858,0,1,1,38.9
2026-07-15T15:59:39.721210,205,44,0.0,0.0,2.332127,0.0,0.012017,0.027729,1.83332,0,1,1,35.2
2026-07-15T15:59:39.922808,210,44,0.0,0.0,2.53001,0.0,0.009622,0.027779,1.844218,0,1,1,31.3
2026-07-15T15:59:40.067681,215,44,0.0,0.0,2.44548,0.0,0.010581,0.026689,1.835042,0,1,1,33.4
2026-07-15T15:59:40.227474,220,44,0.0,0.0,2.343178,0.0,0.015344,0.025245,1.825556,0,1,1,39.6
2026-07-15T15:59:40.401724,225,45,0.0,0.0,2.372203,0.0,0.019903,0.025105,1.827555,0,1,1,41.3
2026-07-15T15:59:40.531052,230,44,0.0,0.0,2.439096,0.003932,0.018673,0.027129,1.828873,0,1,1,42.6
