timestamp,frame,risk,mouth,eye,tilt,brow,cheek,rigid,arm,alert_active,face_detected,pose_detected,fps
2026-04-25T14:22:59.057780,5,0,0.007423,0.0,1.355859,0.005162,0.007671,0.0,0.0,0,1,0,3.3
2026-04-25T14:22:59.460844,15,0,0.017674,0.0,3.327361,0.012888,0.019524,0.0,0.035093,0,1,1,3.9
2026-04-25T14:22:59.739425,20,46,0.043482,0.0,8.485565,0.032153,0.051643,0.001176,0.412982,0,1,1,9.1
2026-04-25T14:23:00.045600,25,55,0.0719,0.0,14.253791,0.051962,0.085022,0.006377,1.109174,0,1,1,13.2
2026-04-25T14:23:00.288150,30,56,0.073825,0.0,14.843296,0.052635,0.087389,0.011068,1.699538,0,1,1,17.0
2026-04-25T14:23:00.530037,35,53,0.065065,0.0,13.440513,0.048865,0.079265,0.010903,1.859826,0,1,1,19.8
2026-04-25T14:23:00.854223,40,51,0.060029,0.000268,13.005931,0.047752,0.074056,0.008413,1.926034,0,1,1,18.9
2026-04-25T14:23:01.143949,45,46,0.042968,0.00088,9.915543,0.034949,0.052051,0.007198,1.969625,0,0,1,20.1
2026-04-25T14:23:01.431214,50,41,0.021799,0.001025,5.30307,0.018116,0.026754,0.005827,2.029353,0,1,1,20.1
2026-04-25T14:23:01.731515,55,40,0.006569,0.000328,1.625554,0.004477,0.008935,0.004,2.052186,0,0,1,19.3
2026-04-25T14:23:02.067510,60,40,0.003306,7.8e-05,0.668824,0.001062,0.004415,0.002051,2.043214,0,1,1,19.4
2026-04-25T14:23:02.306594,65,40,0.003025,1.8e-05,0.72434,0.000252,0.002367,0.002336,2.008673,0,1,1,20.9
2026-04-25T14:23:02.620386,70,40,0.004467,4e-06,1.323944,6e-05,0.004257,0.007405,1.993898,0,1,1,19.4
2026-04-25T14:23:02.945842,75,41,0.003407,0.000338,1.917445,0.000882,0.008173,0.014903,1.996074,0,1,1,18.3
2026-04-25T14:23:03.249154,80,42,0.001129,0.002633,1.929764,0.007246,0.007722,0.018073,1.991985,0,1,1,18.5
2026-04-25T14:23:03.542354,85,42,0.000268,0.003407,1.842054,0.011923,0.004468,0.018744,1.976976,0,1,1,19.4
2026-04-25T14:23:03.842097,90,43,0.000377,0.001746,2.075429,0.01266,0.001882,0.021381,1.97058,0,1,1,20.3
2026-04-25T14:23:04.086009,95,43,0.001926,0.000414,2.055667,0.014081,0.001094,0.024437,1.929813,0,1,1,21.0
2026-04-25T14:23:04.414053,100,43,0.002762,9.8e-05,1.762739,0.013231,0.002164,0.02417,1.890376,0,1,1,20.3
2026-04-25T14:23:04.771360,105,43,0.006584,2.3e-05,1.610815,0.009341,0.002601,0.022864,1.895365,0,1,1,19.1
2026-04-25T14:23:05.051286,110,43,0.012653,6e-06,1.4273,0.009308,0.002297,0.022681,1.953625,0,1,1,19.0
2026-04-25T14:23:05.365903,115,42,0.014986,1e-06,1.224285,0.013354,0.003296,0.020205,1.995071,0,0,1,19.9
2026-04-25T14:23:05.707993,120,40,0.011165,0.0,0.834548,0.014518,0.005051,0.013044,2.004363,0,1,1,18.3
2026-04-25T14:23:05.938947,125,40,0.015945,0.0,1.624283,0.018009,0.010468,0.005981,1.954047,0,1,1,20.5
2026-04-25T14:23:06.324728,130,40,0.025825,0.0,2.916515,0.02093,0.014095,0.002572,1.933279,0,1,1,18.4
2026-04-25T14:23:06.677741,135,40,0.039166,0.00274,4.730312,0.022828,0.017375,0.001062,1.912038,0,1,1,17.6
2026-04-25T14:23:06.970412,140,44,0.052694,0.003704,7.149561,0.028788,0.02623,0.001394,1.892459,0,1,1,18.6
2026-04-25T14:23:07.284499,145,48,0.058843,0.002174,8.955933,0.036148,0.039571,0.001605,1.868994,0,1,1,18.6
2026-04-25T14:23:07.613795,150,47,0.052926,0.000516,8.517621,0.035091,0.040882,0.001951,1.873959,0,1,1,18.5
2026-04-25T14:23:07.859849,155,41,0.039482,0.000122,6.974179,0.026681,0.03155,0.00659,1.835048,0,1,1,20.9
2026-04-25T14:23:08.387717,160,41,0.029036,2.9e-05,6.109971,0.020426,0.022177,0.012542,1.778261,0,1,1,17.1
2026-04-25T14:23:09.004358,165,41,0.027977,7e-06,5.778707,0.021066,0.020942,0.013742,1.690981,0,1,1,14.4
2026-04-25T14:23:09.462585,170,45,0.050754,0.002396,6.308728,0.029333,0.038431,0.010231,1.671872,0,1,1,13.6
2026-04-25T14:23:10.051578,175,56,0.083074,0.00596,7.894604,0.037787,0.065024,0.008409,1.807894,0,1,1,12.7
2026-04-25T14:23:10.407643,180,61,0.104903,0.006366,9.460439,0.046148,0.084714,0.007989,1.835713,0,1,1,13.8
2026-04-25T14:23:10.612074,185,62,0.107536,0.003278,9.676957,0.051865,0.083935,0.009157,1.737351,0,1,1,18.7
