timestamp,frame,risk,mouth,eye,tilt,brow,cheek,rigid,arm,alert_active,face_detected,pose_detected,fps
2026-05-03T20:38:06.749829,0,0,0.002476,0.0,0.479836,0.002065,0.003175,0.0,0.046299,0,1,1,0.2
2026-05-03T20:38:06.965602,5,44,0.02625,0.0,5.186315,0.022283,0.034393,0.006647,0.529005,0,1,1,16.9
2026-05-03T20:38:07.214941,10,59,0.055107,0.0,10.704939,0.046313,0.071672,0.015539,1.126414,0,1,1,20.0
2026-05-03T20:38:07.450574,15,67,0.067251,0.0,12.897228,0.055679,0.087811,0.022272,1.552164,0,1,1,23.9
2026-05-03T20:38:07.629477,20,67,0.067585,0.0,12.440747,0.053988,0.086318,0.023358,1.800139,0,1,1,26.4
2026-05-03T20:38:07.855733,25,66,0.064855,0.0,11.84857,0.052297,0.084187,0.022201,1.895975,0,1,1,26.4
2026-05-03T20:38:08.101968,30,64,0.062278,0.0,11.391529,0.051165,0.08169,0.018169,1.919884,0,1,1,25.1
2026-05-03T20:38:08.314222,35,61,0.060738,0.0,10.721436,0.049945,0.079168,0.014003,1.900447,0,1,1,25.2
2026-05-03T20:38:08.552916,40,62,0.065575,0.0,10.434738,0.050642,0.078717,0.010353,1.833186,0,1,1,25.8
2026-05-03T20:38:08.799193,45,64,0.071087,0.0,11.597962,0.05514,0.085164,0.008901,1.733016,0,1,1,24.8
2026-05-03T20:38:08.991871,50,67,0.070704,0.0,13.032981,0.058338,0.090863,0.015383,1.737711,0,1,1,27.0
2026-05-03T20:38:09.212218,55,69,0.071869,0.0,13.716966,0.060075,0.093322,0.019443,1.827338,0,1,1,31.2
2026-05-03T20:38:09.477985,60,70,0.079823,0.0,14.266237,0.062224,0.097056,0.017547,1.855434,0,1,1,26.7
2026-05-03T20:38:09.656978,65,70,0.089803,0.0,15.665488,0.067058,0.104806,0.016517,1.8922,0,1,1,29.9
2026-05-03T20:38:09.879091,70,72,0.097134,0.000474,17.059512,0.071676,0.110705,0.019598,1.849139,0,1,1,29.6
2026-05-03T20:38:10.109837,75,72,0.110762,0.002305,18.508871,0.074879,0.114102,0.017652,1.709182,0,1,1,28.7
2026-05-03T20:38:10.308277,80,70,0.112167,0.002448,17.582251,0.074238,0.110301,0.011995,1.849639,0,0,1,28.8
