timestamp,frame,risk,mouth,eye,tilt,brow,cheek,rigid,arm,alert_active,face_detected,pose_detected,fps
2026-07-15T16:05:34.461157,0,0,0.0,0.0,0.108778,0.000424,0.000474,0.0,0.061268,0,1,1,0.2
2026-07-15T16:05:34.640359,5,40,0.0,0.0,1.323783,0.001804,0.005762,0.008315,0.698752,0,1,1,13.5
2026-07-15T16:05:34.808790,10,43,0.0,0.0,2.817854,0.003005,0.011699,0.019181,1.451731,0,1,1,23.3
2026-07-15T16:05:34.991591,15,44,0.0,0.0,3.557017,0.002569,0.014004,0.026131,1.806537,0,1,1,31.0
2026-07-15T16:05:35.176281,20,44,0.0,0.0,3.654238,0.001283,0.014126,0.026792,1.836034,0,1,1,31.0
2026-07-15T16:05:35.318925,25,44,0.0,0.0,3.694324,0.000632,0.014493,0.027051,1.833066,0,1,1,36.3
2026-07-15T16:05:35.477534,30,44,0.0,0.0,3.682446,0.000464,0.014048,0.02672,1.836242,0,1,1,36.5
2026-07-15T16:05:35.636731,35,44,0.0,0.0,3.587119,0.002585,0.013608,0.026315,1.84071,0,1,1,37.7
2026-07-15T16:05:35.802857,40,44,0.0,0.0,3.483327,0.005081,0.013537,0.026869,1.832191,0,1,1,40.0
2026-07-15T16:05:36.001919,45,44,0.0,0.0,3.440789,0.008378,0.014286,0.027574,1.825058,0,1,1,34.4
2026-07-15T16:05:36.132309,50,44,0.0,0.0,3.439746,0.007416,0.015958,0.027985,1.823841,0,1,1,42.3
2026-07-15T16:05:36.282883,55,44,0.0,0.0,3.439015,0.002754,0.017538,0.027526,1.824947,0,1,1,41.6
2026-07-15T16:05:36.482995,60,44,0.0,0.0,3.492325,0.000214,0.018388,0.027682,1.824486,0,1,1,39.8
2026-07-15T16:05:36.625817,65,44,0.0,0.0,3.533722,1.7e-05,0.018573,0.028144,1.828445,0,1,1,45.0
2026-07-15T16:05:36.809964,70,44,0.0,0.0,3.52198,1e-06,0.019123,0.028419,1.83388,0,1,1,39.7
2026-07-15T16:05:36.993828,75,45,0.0,0.0,3.480331,0.003451,0.02017,0.027403,1.834572,0,1,1,37.7
2026-07-15T16:05:37.169289,80,45,0.0,0.0,3.443353,0.009802,0.021332,0.026855,1.835978,0,1,1,35.4
2026-07-15T16:05:37.692889,85,45,0.0,0.0,3.356768,0.01336,0.022051,0.026802,1.830699,0,1,1,25.1
2026-07-15T16:05:38.273736,90,45,0.0,0.0,3.292562,0.008169,0.020462,0.023527,1.824301,0,1,1,19.0
2026-07-15T16:05:38.689503,95,44,0.0,0.0,3.888793,0.004775,0.019314,0.020611,1.81987,0,1,1,16.7
2026-07-15T16:05:39.188371,100,44,0.0,0.0,4.848972,0.007312,0.018737,0.022044,1.828204,0,1,1,15.2
2026-07-15T16:05:39.635688,105,44,0.0,0.0,5.38505,0.007928,0.018129,0.02596,1.840141,0,1,1,14.0
2026-07-15T16:05:40.009704,110,44,0.0,0.0,5.48186,0.004594,0.017071,0.026379,1.830885,0,1,1,14.3
2026-07-15T16:05:40.567592,115,44,0.0,0.0,5.461611,0.002582,0.017011,0.026267,1.832797,0,1,1,12.7
2026-07-15T16:05:41.055387,120,44,0.0,0.0,5.465337,0.000401,0.017166,0.026038,1.833924,0,1,1,12.7
2026-07-15T16:05:41.525486,125,44,0.0,0.0,5.286076,0.000951,0.016612,0.025393,1.831862,0,1,1,12.6
2026-07-15T16:05:42.069209,130,44,0.0,0.0,4.643001,0.001156,0.016732,0.023761,1.824068,0,1,1,11.8
2026-07-15T16:05:42.583925,135,44,0.0,0.0,4.072233,0.001421,0.017782,0.023313,1.819373,0,1,1,11.5
2026-07-15T16:05:43.010664,140,44,0.0,0.0,4.24546,0.002925,0.018863,0.024683,1.82313,0,1,1,12.1
2026-07-15T16:05:43.600118,145,44,0.0,0.0,4.783089,0.003245,0.017923,0.026031,1.83431,0,1,1,11.7
2026-07-15T16:05:44.119483,150,44,0.0,0.0,5.01383,0.003101,0.017185,0.027251,1.838174,0,1,1,11.5
